tweet,topic,label,opinion_towards,sentiment,text,target_in_tweet,seen?
Marriage is driving under the influence of hormonal alcohol & divorce is the morally painful sobriety the day after. #SemST,"[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""marriage"", ""driving"", ""influence"", ""hormonal"", ""alcohol"", ""divorce"", ""morally"", ""painful"", ""sobriety"", ""day"", ""sem"", ""st""]]",0,1
#Weneedfeminism because Twitter has its very own misogynist harassment machine. #YesAllWomen #HeForShe #Feminist #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""weneedfeminism"", ""twitter"", ""misogynist"", ""harassment"", ""machine"", ""yes"", ""women"", ""feminist"", ""sem"", ""st""]]",1,1
"The lack intellectual integrity in a group of Atheists is easy to spot: just count their ""FeministAtheists"" #GamerGate #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""lack"", ""intellectual"", ""integrity"", ""group"", ""atheists"", ""easy"", ""spot"", ""count"", ""feministatheists"", ""gamer"", ""gate"", ""sem"", ""st""]]",1,1
"EEWWW! Drawing attention to women's health issues like breast, ovarian, and uterine cancer?!!? #feminismiscruelty #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""eewww"", ""drawing"", ""attention"", ""womens"", ""health"", ""issues"", ""like"", ""breast"", ""ovarian"", ""uterine"", ""cancer"", ""feminismiscruelty"", ""sem"", ""st""]]",1,1
"If I had a dollar for every #Feminist I've wanted to kick in the shin, I could retire and shitpost on twitter all day. #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""dollar"", ""every"", ""feminist"", ""ive"", ""wanted"", ""kick"", ""shin"", ""could"", ""retire"", ""shitpost"", ""twitter"", ""day"", ""sem"", ""st""]]",1,1
Pushing misinformation about #wagegap is the new anti vaccination. #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""pushing"", ""misinformation"", ""wagegap"", ""new"", ""anti"", ""vaccination"", ""sem"", ""st""]]",0,1
Kristen Stewart: 'Hollywood is disgustingly sexist' #kristenstewart #cloudsofsilsmaria #culture #women #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""kristen"", ""stewart"", ""hollywood"", ""disgustingly"", ""sexist"", ""kristenstewart"", ""cloudsofsilsmaria"", ""culture"", ""women"", ""sem"", ""st""]]",0,1
@foreigncorrespo And just because you can quote Simone doesn't mean you understand her. Modern femmie-nism is just whining. #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""quote"", ""simone"", ""doesnt"", ""mean"", ""understand"", ""modern"", ""femmienism"", ""whining"", ""sem"", ""st""]]",0,1
Women's rights are #humanrights! Join the #CPDvoices twitter rally at 3pm ET if you agree! #CPD48 #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""womens"", ""rights"", ""humanrights"", ""join"", ""cpd"", ""voices"", ""twitter"", ""rally"", ""3pm"", ""et"", ""agree"", ""cpd"", ""48"", ""sem"", ""st""]]",0,1
"Remember men, if a woman hits you, you have no right to defend yourself #DeAndreJohnson #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""remember"", ""men"", ""woman"", ""hits"", ""right"", ""defend"", ""de"", ""andre"", ""johnson"", ""sem"", ""st""]]",0,1
"I feel so self-conscious now. THAT'S what catcalls do. Not flattered, not pretty. I feel anxious and wanna go home. #SemST","[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""feel"", ""selfconscious"", ""thats"", ""catcalls"", ""flattered"", ""pretty"", ""feel"", ""anxious"", ""wan"", ""na"", ""go"", ""home"", ""sem"", ""st""]]",0,1
"RT @FemMagKPFK: ""We have a lot of healing to do""- Rosie Rocha-Martinez #confuerzacollective #chicanaherstory #kpfk #SemST","[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""rt"", ""lot"", ""healing"", ""rosie"", ""rochamartinez"", ""confuerzacollective"", ""chicanaherstory"", ""kpfk"", ""sem"", ""st""]]",0,1
@fxckyoustagram u have no reason to need feminism in the 1st world.u are equal. Stop trying to make a case for victimhood. #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""u"", ""reason"", ""need"", ""feminism"", ""1st"", ""world"", ""u"", ""equal"", ""stop"", ""trying"", ""make"", ""case"", ""victimhood"", ""sem"", ""st""]]",1,1
Funny how it's not misogyny or objectification when feminists completely erase female agency to make an argument. @IroynA #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""funny"", ""misogyny"", ""objectification"", ""feminists"", ""completely"", ""erase"", ""female"", ""agency"", ""make"", ""argument"", ""sem"", ""st""]]",1,1
"#WageEquality means Individuals with Equal Responsibilities, Training, Proficiency deserve Equal pay. #WomenRights #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""wage"", ""equality"", ""means"", ""individuals"", ""equal"", ""responsibilities"", ""training"", ""proficiency"", ""deserve"", ""equal"", ""pay"", ""women"", ""rights"", ""sem"", ""st""]]",0,1
A fictional character been raped and abused oppress me. Censor pls!! #thisoppresseswomen  #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""fictional"", ""character"", ""raped"", ""abused"", ""oppress"", ""censor"", ""pls"", ""thisoppresseswomen"", ""sem"", ""st""]]",0,1
Going off to write up second part of #TimHunt story - the collusion & false reports of @connie_Stlouis et al in Seoul. #journalism #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""going"", ""write"", ""second"", ""part"", ""tim"", ""hunt"", ""story"", ""collusion"", ""false"", ""reports"", ""et"", ""al"", ""seoul"", ""journalism"", ""sem"", ""st""]]",0,1
"Men don't have a right to talk over you, you're voice is important, you are a goddess and don't deserve to be silenced #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""men"", ""dont"", ""right"", ""talk"", ""youre"", ""voice"", ""important"", ""goddess"", ""dont"", ""deserve"", ""silenced"", ""sem"", ""st""]]",0,1
"there's someone once told me - girls have to be quiet -, i've told him: really? . and i never been quiet since then. #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""theres"", ""someone"", ""told"", ""girls"", ""quiet"", ""ive"", ""told"", ""really"", ""never"", ""quiet"", ""since"", ""sem"", ""st""]]",0,1
#Feminists can now prove Wage Gap... yet no lawsuits have come forward of women paid less... maybe it doesn't exist.  #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""feminists"", ""prove"", ""wage"", ""gap"", ""yet"", ""lawsuits"", ""come"", ""forward"", ""women"", ""paid"", ""less"", ""maybe"", ""doesnt"", ""exist"", ""sem"", ""st""]]",1,1
"@rimmedlarry Actually, the tag was made by feminists so they can narcissistically post selfies to prove they're not ugly. #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""actually"", ""tag"", ""made"", ""feminists"", ""narcissistically"", ""post"", ""selfies"", ""prove"", ""theyre"", ""ugly"", ""sem"", ""st""]]",1,1
@OliviaJeniferx it's not always the guys job. #equality #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""always"", ""guys"", ""job"", ""equality"", ""sem"", ""st""]]",0,1
The feds are still planning to put a woman on the $10 dollar bill #abouttime #equalityforall #historychanged #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""feds"", ""still"", ""planning"", ""put"", ""woman"", ""10"", ""dollar"", ""bill"", ""abouttime"", ""equalityforall"", ""historychanged"", ""sem"", ""st""]]",0,1
@NorBdelta HE DESERVED IT FOR BEING PART OF THE DOMINATING SEX CHECK YOUR PRIVILEGE #equality #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""deserved"", ""part"", ""dominating"", ""sex"", ""check"", ""privilege"", ""equality"", ""sem"", ""st""]]",0,1
"I thought this video on #equality was interesting, contradictions and demonization about men in the agenda of passive and activist #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""thought"", ""video"", ""equality"", ""interesting"", ""contradictions"", ""demonization"", ""men"", ""agenda"", ""passive"", ""activist"", ""sem"", ""st""]]",0,1
I believe that every women should have their own rights!! #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""believe"", ""every"", ""women"", ""rights"", ""sem"", ""st""]]",0,1
"IF FEMINISTS WERE HONEST  ""I don't want to learn skills, I want others to work under my name.""  #GamerGate #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""feminists"", ""honest"", ""dont"", ""want"", ""learn"", ""skills"", ""want"", ""others"", ""work"", ""name"", ""gamer"", ""gate"", ""sem"", ""st""]]",1,1
@abbystew292 @gogreen18 If you buy into this brainwashing I hope you never get selected for jury duty involving a sex crime #SemST,"[""feminist"", ""movement""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""buy"", ""brainwashing"", ""hope"", ""never"", ""get"", ""selected"", ""jury"", ""duty"", ""involving"", ""sex"", ""crime"", ""sem"", ""st""]]",0,1
I have noticed that you never see any really beautiful feminists. I wonder why? #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""noticed"", ""never"", ""see"", ""really"", ""beautiful"", ""feminists"", ""wonder"", ""sem"", ""st""]]",1,1
Feel things will truly be equal in marriage when I see jock strap tossed to the 'single women' a weddings alongside the garter #SemST,"[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""feel"", ""things"", ""truly"", ""equal"", ""marriage"", ""see"", ""jock"", ""strap"", ""tossed"", ""single"", ""women"", ""weddings"", ""alongside"", ""garter"", ""sem"", ""st""]]",0,1
"My feminist heart is so angry right now, wish I could scream my hate for inequality right now. At the top of my lungs. #SemST","[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""feminist"", ""heart"", ""angry"", ""right"", ""wish"", ""could"", ""scream"", ""hate"", ""inequality"", ""right"", ""top"", ""lungs"", ""sem"", ""st""]]",1,1
"#Rapeculture is basically a FABLE. It has almost no reason on its side, but plenty of emotion. #rape #women #antifeminism #antiSJW #SemST","[""feminist"", ""movement""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""rapeculture"", ""basically"", ""fable"", ""almost"", ""reason"", ""side"", ""plenty"", ""emotion"", ""rape"", ""women"", ""antifeminism"", ""anti"", ""sjw"", ""sem"", ""st""]]",1,1
Saying #AllLivesMatter instead of #BlackLivesMatter is like saying equal rights for all instead of #SemST,"[""feminist"", ""movement""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""saying"", ""lives"", ""matter"", ""instead"", ""black"", ""lives"", ""matter"", ""like"", ""saying"", ""equal"", ""rights"", ""instead"", ""sem"", ""st""]]",0,1
@Demias20  Misogynist Patriarchy rapist neckbeard Harasser evil mansplain manspread woman hater born a rapist Etc Etc Etc #SemST,"[""feminist"", ""movement""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""misogynist"", ""patriarchy"", ""rapist"", ""neckbeard"", ""harasser"", ""evil"", ""mansplain"", ""manspread"", ""woman"", ""hater"", ""born"", ""rapist"", ""etc"", ""etc"", ""etc"", ""sem"", ""st""]]",0,1
